Beruf,ocr,OhdAB_v,O_1,Normbezeichnungen,OhdAB,OhdAB_01,OhdAB_02,OhdAB_03,OhdAB_04,OhdAB_05,OhdAB_ind,Provenienz,V3,V4,V5
Kunst- und Bauschlossermeister,,B 25194-502,B,Maschinenfabrikant/in - Unternehmer/in,25194,"Rohstoffgewinnung, Produktion und Fertigung",Maschinen- und Fahrzeugtechnikberufe,Maschinenbau- und Betriebstechnik,Aufsichts- und Führungskräfte - Maschinenbau- und Betriebstechnik,Führungskräfte - Maschinenbau- und Betriebstechnik,502,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Handclsgärtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Handclsgärtuer,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Handelsgärtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Handelsgärtners-mitwe,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Handelsgürtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst- und Haudclsgärtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunst-u.Handelsgärtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstallbes.,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstallsbesitzer,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstaltbcsißer,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstaltbes.,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstaltbesitzer,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstanstaltbesitzerswe.,,B 94794-503,B,,94794,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,Museumstechnik und -management,Führungskräfte - Museum,Führungskräfte - Museum,503,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstdruckerswe.,,B 23412-110,B,Kunstdrucker/in (Buchdrucker),23412,"Rohstoffgewinnung, Produktion und Fertigung","Papier- und Druckberufe, technische Mediengestaltung","Drucktechnik und -weiterverarbeitung, Buchbinderei",Berufe in der Drucktechnik,Berufe in der Drucktechnik - fachlich ausgerichtete Tätigkeiten,110,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstfchreiner,,B 22342-178,B,Kunstschreiner/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgärlner u. K. B. Ho flieferant,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgärtn.,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgärtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgärtnersfrau,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgärtnwe.,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
kunstgew. Zeichner u. Moler,,B 93323-127,B,Kunstzeichner/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,127,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
kunstgewerb. Zeichner,,B 93323-127,B,Kunstzeichner/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,127,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
kunstgewerbl. Zeichner,,B 93323-127,B,Kunstzeichner/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,127,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
kunstgewerbl. Zeichner u. Maler,,B 93323-127,B,Kunstzeichner/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,127,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstglas.  u.Mousselinglasfbkt.,,B 21342-111,B,Kunstglaser/in,21342,"Rohstoffgewinnung, Produktion und Fertigung","Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Industrielle Glasherstellung und -verarbeitung,Berufe in der Glasveredelung,Berufe in der Glasveredelung - fachlich ausgerichtete Tätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstglaser,,B 21342-111,B,Kunstglaser/in,21342,"Rohstoffgewinnung, Produktion und Fertigung","Rohstoffgewinnung und -aufbereitung, Glas- und Keramikherstellung und -verarbeitung",Industrielle Glasherstellung und -verarbeitung,Berufe in der Glasveredelung,Berufe in der Glasveredelung - fachlich ausgerichtete Tätigkeiten,111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgunlmifbrkt.,,B 22102-500,B,,22102,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Kunststoff- und Kautschukherstellung und -verarbeitung,Berufe in der Kunststoff- und Kautschukherstellung ohne Spezialisierung,Berufe in der Kunststoff- und Kautschukherstellung (ohne Spezialisierung),500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstgürtner,,B 12142-500,B,Kunstgärtner/in,12142,"Land-, Forst- und Tierwirtschaft und Gartenbau",Gartenbauberufe und Floristik,Gartenbau,"Berufe im Garten-, Landschafts- und Sportplatzbau","Berufe im Garten-, Landschafts- und Sportplatzbau - fachlich ausgerichtete Tätigkeiten",500,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmal.,,B 93323-100,B,Kunstmaler/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmaler,,B 93323-100,B,Kunstmaler/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmaler u. Photograph,,B 93323-100,B,Kunstmaler/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmaler und Zitherlehrer,,B 93323-100,B,Kunstmaler/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmaler- und Pro-fessorswe.,,B 93323-100,B,Kunstmaler/in,93323,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerk und bildende Kunst,Kunstmaler/innen und Zeichner/innen,Kunstmaler/innen und Zeichner/innen - komplexe Spezialistentätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmühlbefitz.,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmühlbesißer,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmühlbesitzer,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmühlbesitzerswe.,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmühlbesitzerswitwe,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstmüylbesitzerswe.,,B 11102-100,B,"Landwirt/in, Junglandwirt/in",11102,"Land-, Forst- und Tierwirtschaft und Gartenbau","Land-, Tier- und Forstwirtschaftsberufe",Landwirtschaft,Berufe in der Landwirtschaft ohne Spezialisierung,Berufe in der Landwirtschaft (ohne Spezialisierung) - fachlich ausgerichtete Tätigkeiten,100,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschleifereibesitzer,,B 24294-515,B,,24294,"Rohstoffgewinnung, Produktion und Fertigung","Metallerzeugung und -bearbeitung, Metallbauberufe",Metallbearbeitung,Aufsichtskräfte - Metallbearbeitung,Führungskräfte - Metallbearbeitung,515,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschloss.,,B 93512-106,B,Kunstschlosser/in,93512,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerkliche Metallgestaltung,Berufe in der kunsthandwerklichen Metallgestaltung,Berufe in der kunsthandwerklichen Metallgestaltung - fachlich ausgerichtete Tätigkeiten,106,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschlosser,,B 93512-106,B,Kunstschlosser/in,93512,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung","Produktdesign und kunsthandwerkliche Berufe, bildende Kunst, Musikinstrumentenbau",Kunsthandwerkliche Metallgestaltung,Berufe in der kunsthandwerklichen Metallgestaltung,Berufe in der kunsthandwerklichen Metallgestaltung - fachlich ausgerichtete Tätigkeiten,106,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschr.,,B 22342-178,B,Kunstschreiner/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschrein.,,B 22342-178,B,Kunstschreiner/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstschreinerswe.,,B 22342-178,B,Kunstschreiner/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstseuerwerker,,B 94582-111,B,Kunstfeuerwerker/in,94582,"Sprach-, Literatur-, Geistes-, Gesellschafts- und Wirtschaftswissenschaften, Medien, Kunst, Kultur und Gestaltung",Darstellende und unterhaltende Berufe,"Veranstaltungs-, Kamera- und Tontechnik","Berufe in der Veranstaltungs-, Kamera- und Tontechnik sonstige spezifische Tätigkeitsangabe","Berufe in der Veranstaltungs-, Kamera- und Tontechnik (sonstige spezifische Tätigkeitsangabe) - fachlich ausgerichtete",111,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunstsrhreinerswilwe,,B 22342-178,B,Kunstschreiner/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",178,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kunsttischler,,B 22342-110,B,Kunsttischler/in,22342,"Rohstoffgewinnung, Produktion und Fertigung","Kunststoffherstellung und -verarbeitung, Holzbe- und -verarbeitung",Holzbe- und -verarbeitung,"Berufe im Holz-, Möbel- und Innenausbau","Berufe im Holz-, Möbel- und Innenausbau - fachlich ausgerichtete Tätigkeiten",110,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kupfcrdrucker,,B 23412-190,B,Kupferdrucker/in,23412,"Rohstoffgewinnung, Produktion und Fertigung","Papier- und Druckberufe, technische Mediengestaltung","Drucktechnik und -weiterverarbeitung, Buchbinderei",Berufe in der Drucktechnik,Berufe in der Drucktechnik - fachlich ausgerichtete Tätigkeiten,190,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
Kupfcrdruckereibcsitzerswe.,,B 23494-517,B,Kupferdruckereibesitzer/in,23494,"Rohstoffgewinnung, Produktion und Fertigung","Papier- und Druckberufe, technische Mediengestaltung","Drucktechnik und -weiterverarbeitung, Buchbinderei","Aufsichtskräfte - Drucktechnik und -weiterverarbeitung, Buchbinderei","Führungskräfte - Drucktechnik und -weiterverarbeitung, Buchbinderei",517,"""Stadtarchiv Nürnberg",F 23 97,Adressbuch Nürnberg 1910,"Teil 1/3."""
